AAmeUsWghorn_Library1_SRR6846266	ILLUMINA	32	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846267	illumina	9	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846268	ILLUMINA	9	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846269	ILLUMINA	32	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846270	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846271	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846272	ILLUMINA	33	ILLUMINA	33
AAmeUsWghorn_Library1_SRR6846273	ILLUMINA	33	ILLUMINA	33
GCamBwN_2253_Library1_FP100001995BR	BGI	32	BGI	42
GCamBwN__573_Library1_FP100002254TL	BGI	32	BGI	42
GCamBwN__574_Library1_FP100002254TL	BGI	32	BGI	42
GCamBwN__575_Library1_FP100002254TL	BGI	32	BGI	42
GCamCaPR1865_Library1_SRR7503125	ILLUMINA	21	ILLUMINA	19
GCamCaPR1865_Library1_SRR7503126	ILLUMINA	22	ILLUMINA	24
GCamCaPR1865_Library1_SRR7503127	ILLUMINA	21	ILLUMINA	19
GCamCaPR1865_Library1_SRR7503128	ILLUMINA	19	ILLUMINA	18
GCamCaPR1865_Library1_SRR7503129	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503130	ILLUMINA	33	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503131	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503132	ILLUMINA	13	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503155	ILLUMINA	33	ILLUMINA	33
GCamCaPR1865_Library1_SRR7503156	ILLUMINA	32	ILLUMINA	31
GCamCaPR1865_Library1_SRR7503157	ILLUMINA	33	ILLUMINA	32
GCamCaPR1865_Library1_SRR7503158	ILLUMINA	31	ILLUMINA	29
GCamCaP_NZOO_Library1_SRR3218457	ILLUMINA	33	ILLUMINA	33
GCamCaP_NZOO_Library1_SRR3218458	ILLUMINA	33	ILLUMINA	33
GCamCaPrggzc_Library1_SRR11596082	ILLUMINA	33	ILLUMINA	33
GCamKeC_7725_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7726_Library1_FP100002254TL	BGI	32	BGI	42
GCamKeC_7727_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7728_Library1_FP100002004BL	BGI	32	BGI	42
GCamKeC_7729_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7730_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7731_Library1_FP100001995BR	BGI	32	BGI	42
GCamKeC_7733_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeC_7734_Library1_FP100002099BR	BGI	32	BGI	42
GCamKeC_7735_Library1_FP100002254TL	BGI	32	BGI	42
GCamKeC_9148_Library1_FP100002099BR	BGI	32	BGI	42
